15 2.0000 4.0000 4.0000 3.0000 2.0000 3.0000 4.0000 4.0000 6.0000 5.0000 5.0000 6.0000 3.0000 5.0000 7.0000 6.0000 7.0000 5.0000 6.0000 6.0000 5.0000 5.0000 6.0000 1.0000 2.0000 1.0000 3.0000 2.0000 6.0000 7.0000 6.0000 6.0000 2.0000 5.0000 6.0000 6.0000 6.0000 3.0000
8 3.0000 2.0000 3.0000 3.0000 3.0000 3.0000 5.0000 6.0000 6.0000 7.0000 6.0000 5.0000 6.0000 6.0000 7.0000 6.0000 6.0000 7.0000 6.0000 7.0000 7.0000 7.0000 6.0000 4.0000 1.0000 2.0000 3.0000 3.0000 3.0000 4.0000 2.0000 3.0000 4.0000 4.0000 3.0000 4.0000 4.0000 5.0000
25 4.0000 4.0000 3.0000 2.0000 3.0000 3.0000 5.0000 4.0000 5.0000 6.0000 3.0000 4.0000 2.0000 5.0000 5.0000 5.0000 5.0000 2.0000 3.0000 2.0000 4.0000 3.0000 5.0000 2.0000 2.0000 1.0000 2.0000 2.0000 6.0000 5.0000 5.0000 5.0000 3.0000 5.0000 6.0000 5.0000 6.0000 2.0000
26 5.0000 4.0000 4.0000 5.0000 5.0000 4.0000 4.0000 4.0000 4.0000 6.0000 5.0000 6.0000 5.0000 5.0000 6.0000 4.0000 5.0000 7.0000 5.0000 5.0000 4.0000 4.0000 5.0000 3.0000 4.0000 2.0000 4.0000 4.0000 7.0000 7.0000 7.0000 7.0000 1.0000 6.0000 6.0000 6.0000 7.0000 1.0000
27 6.0000 5.0000 4.0000 6.0000 5.0000 7.0000 4.0000 3.0000 4.0000 5.0000 6.0000 6.0000 6.0000 2.0000 5.0000 5.0000 5.0000 4.0000 3.0000 4.0000 4.0000 3.0000 3.0000 4.0000 4.0000 4.0000 4.0000 5.0000 7.0000 7.0000 7.0000 7.0000 1.0000 7.0000 7.0000 7.0000 7.0000 1.0000
28 5.0000 6.0000 6.0000 6.0000 7.0000 5.0000 1.0000 4.0000 3.0000 4.0000 4.0000 3.0000 2.0000 3.0000 2.0000 1.0000 3.0000 3.0000 3.0000 3.0000 1.0000 2.0000 3.0000 3.0000 2.0000 4.0000 3.0000 3.0000 6.0000 6.0000 6.0000 5.0000 3.0000 4.0000 6.0000 5.0000 5.0000 3.0000
10 4.0000 4.0000 7.0000 4.0000 4.0000 5.0000 4.0000 7.0000 6.0000 4.0000 3.0000 4.0000 7.0000 4.0000 6.0000 5.0000 7.0000 5.0000 5.0000 6.0000 4.0000 5.0000 5.0000 5.0000 5.0000 5.0000 4.0000 5.0000 4.0000 5.0000 5.0000 5.0000 4.0000 5.0000 5.0000 5.0000 5.0000 3.0000
29 4.0000 6.0000 6.0000 5.0000 5.0000 4.0000 3.0000 5.0000 5.0000 1.0000 4.0000 6.0000 1.0000 4.0000 5.0000 2.0000 3.0000 3.0000 2.0000 2.0000 4.0000 3.0000 2.0000 3.0000 1.0000 2.0000 1.0000 1.0000 6.0000 6.0000 5.0000 5.0000 2.0000 6.0000 5.0000 5.0000 6.0000 3.0000
30 5.0000 4.0000 5.0000 5.0000 6.0000 5.0000 2.0000 5.0000 3.0000 5.0000 5.0000 5.0000 3.0000 4.0000 4.0000 5.0000 6.0000 3.0000 2.0000 1.0000 3.0000 2.0000 3.0000 4.0000 3.0000 2.0000 3.0000 3.0000 5.0000 6.0000 6.0000 5.0000 3.0000 6.0000 6.0000 6.0000 7.0000 2.0000
31 3.0000 3.0000 2.0000 3.0000 3.0000 3.0000 7.0000 6.0000 5.0000 5.0000 4.0000 5.0000 5.0000 4.0000 4.0000 7.0000 4.0000 6.0000 5.0000 7.0000 5.0000 6.0000 5.0000 2.0000 2.0000 2.0000 2.0000 3.0000 5.0000 5.0000 4.0000 6.0000 4.0000 5.0000 5.0000 5.0000 5.0000 2.0000
9 4.0000 5.0000 4.0000 4.0000 3.0000 3.0000 5.0000 4.0000 6.0000 6.0000 6.0000 2.0000 4.0000 6.0000 4.0000 5.0000 6.0000 4.0000 4.0000 3.0000 4.0000 4.0000 4.0000 2.0000 3.0000 2.0000 2.0000 2.0000 4.0000 5.0000 5.0000 5.0000 3.0000 5.0000 3.0000 4.0000 2.0000 5.0000
32 4.0000 5.0000 4.0000 4.0000 5.0000 4.0000 4.0000 5.0000 7.0000 5.0000 6.0000 4.0000 7.0000 3.0000 5.0000 3.0000 7.0000 5.0000 6.0000 5.0000 4.0000 3.0000 5.0000 4.0000 4.0000 4.0000 4.0000 5.0000 4.0000 5.0000 5.0000 5.0000 3.0000 5.0000 4.0000 4.0000 4.0000 4.0000
33 3.0000 3.0000 4.0000 3.0000 4.0000 4.0000 6.0000 4.0000 4.0000 6.0000 5.0000 5.0000 5.0000 6.0000 7.0000 5.0000 5.0000 3.0000 3.0000 4.0000 4.0000 5.0000 4.0000 2.0000 3.0000 2.0000 4.0000 2.0000 6.0000 6.0000 6.0000 5.0000 3.0000 6.0000 6.0000 5.0000 6.0000 2.0000
34 5.0000 4.0000 4.0000 4.0000 4.0000 5.0000 5.0000 4.0000 6.0000 5.0000 6.0000 5.0000 6.0000 5.0000 6.0000 5.0000 6.0000 6.0000 4.0000 5.0000 4.0000 5.0000 6.0000 3.0000 4.0000 3.0000 2.0000 3.0000 4.0000 6.0000 5.0000 5.0000 3.0000 5.0000 5.0000 5.0000 5.0000 5.0000
35 3.0000 4.0000 3.0000 2.0000 3.0000 3.0000 6.0000 6.0000 6.0000 7.0000 5.0000 5.0000 7.0000 7.0000 6.0000 6.0000 6.0000 7.0000 5.0000 5.0000 5.0000 5.0000 5.0000 2.0000 1.0000 2.0000 3.0000 2.0000 5.0000 5.0000 4.0000 4.0000 3.0000 3.0000 6.0000 4.0000 5.0000 3.0000
36 4.0000 4.0000 4.0000 5.0000 4.0000 4.0000 7.0000 7.0000 6.0000 6.0000 5.0000 7.0000 4.0000 7.0000 5.0000 7.0000 6.0000 5.0000 6.0000 6.0000 5.0000 6.0000 7.0000 3.0000 2.0000 2.0000 3.0000 3.0000 6.0000 6.0000 6.0000 5.0000 3.0000 6.0000 4.0000 6.0000 6.0000 3.0000
37 5.0000 6.0000 5.0000 4.0000 4.0000 5.0000 1.0000 1.0000 1.0000 3.0000 2.0000 2.0000 2.0000 2.0000 2.0000 3.0000 4.0000 2.0000 2.0000 3.0000 3.0000 3.0000 3.0000 4.0000 5.0000 4.0000 5.0000 4.0000 5.0000 4.0000 4.0000 4.0000 5.0000 2.0000 2.0000 3.0000 5.0000 5.0000
26 5.0000 6.0000 5.0000 4.0000 6.0000 7.0000 5.0000 4.0000 7.0000 3.0000 6.0000 4.0000 6.0000 4.0000 6.0000 5.0000 3.0000 7.0000 4.0000 3.0000 4.0000 5.0000 4.0000 5.0000 3.0000 5.0000 5.0000 4.0000 6.0000 6.0000 5.0000 6.0000 3.0000 6.0000 5.0000 7.0000 5.0000 2.0000
31 4.0000 5.0000 5.0000 3.0000 4.0000 3.0000 5.0000 3.0000 6.0000 4.0000 6.0000 4.0000 4.0000 5.0000 4.0000 3.0000 4.0000 4.0000 6.0000 7.0000 6.0000 5.0000 6.0000 4.0000 3.0000 4.0000 4.0000 3.0000 5.0000 7.0000 7.0000 5.0000 3.0000 5.0000 6.0000 6.0000 6.0000 3.0000
38 3.0000 4.0000 4.0000 6.0000 3.0000 6.0000 5.0000 5.0000 4.0000 6.0000 6.0000 5.0000 7.0000 6.0000 5.0000 5.0000 5.0000 5.0000 6.0000 5.0000 6.0000 6.0000 7.0000 2.0000 3.0000 3.0000 2.0000 3.0000 7.0000 6.0000 7.0000 7.0000 1.0000 6.0000 6.0000 7.0000 7.0000 2.0000
6 5.0000 3.0000 5.0000 4.0000 5.0000 4.0000 5.0000 3.0000 5.0000 4.0000 4.0000 5.0000 5.0000 4.0000 7.0000 3.0000 4.0000 2.0000 5.0000 6.0000 6.0000 5.0000 5.0000 3.0000 5.0000 4.0000 6.0000 4.0000 5.0000 5.0000 5.0000 6.0000 3.0000 5.0000 6.0000 6.0000 5.0000 2.0000
